Country,Subnational region,Module,Indicator,Configuration,2015
EURC,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Female,
EURC,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male+Female,
EURC,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male+Female,
